Activity,Period Start,Period Length,Target Response Days,Average Days to Complete Activity,Total Completed Requests,Period
Street Light Pole Door Missing,08/15/2016,Week,7,559.1,86,08/15/2016 - 08/21/2016
Street Light Pole Door Missing,08/08/2016,Week,7,375.67,67,08/08/2016 - 08/14/2016
Street Light Pole Door Missing,08/01/2016,Week,7,393.11,31,08/01/2016 - 08/07/2016
Street Light Pole Door Missing,07/18/2016,Week,7,1.55,30,07/18/2016 - 07/24/2016
Street Light Pole Door Missing,07/11/2016,Week,7,587.8,60,07/11/2016 - 07/17/2016
Street Light Pole Door Missing,07/04/2016,Week,7,133.04,9,07/04/2016 - 07/10/2016
Street Light Pole Door Missing,06/27/2016,Week,7,383.21,83,06/27/2016 - 07/03/2016
Street Light Pole Door Missing,06/20/2016,Week,7,477.3,36,06/20/2016 - 06/26/2016
Street Light Pole Door Missing,06/13/2016,Week,7,3.66,3,06/13/2016 - 06/19/2016
Street Light Pole Door Missing,06/06/2016,Week,7,508.69,8,06/06/2016 - 06/12/2016
Street Light Pole Door Missing,05/30/2016,Week,7,337.17,18,05/30/2016 - 06/05/2016
Street Light Pole Door Missing,05/23/2016,Week,7,428.03,22,05/23/2016 - 05/29/2016
Street Light Pole Door Missing,05/09/2016,Week,7,276.68,38,05/09/2016 - 05/15/2016
Street Light Pole Door Missing,05/02/2016,Week,7,200.44,14,05/02/2016 - 05/08/2016
Street Light Pole Door Missing,04/25/2016,Week,7,631.15,1,04/25/2016 - 05/01/2016
Street Light Pole Door Missing,04/18/2016,Week,7,214.93,56,04/18/2016 - 04/24/2016
Street Light Pole Door Missing,04/11/2016,Week,7,201.35,19,04/11/2016 - 04/17/2016
Street Light Pole Door Missing,04/04/2016,Week,7,274.21,25,04/04/2016 - 04/10/2016
Street Light Pole Door Missing,03/28/2016,Week,7,300.34,13,03/28/2016 - 04/03/2016
Street Light Pole Door Missing,03/14/2016,Week,7,27.28,1,03/14/2016 - 03/20/2016
Street Light Pole Door Missing,03/07/2016,Week,7,2.08,2,03/07/2016 - 03/13/2016
Street Light Pole Door Missing,02/29/2016,Week,7,1.87,4,02/29/2016 - 03/06/2016
Street Light Pole Door Missing,02/22/2016,Week,7,1,2,02/22/2016 - 02/28/2016
Street Light Pole Door Missing,02/15/2016,Week,7,188.85,17,02/15/2016 - 02/21/2016
Street Light Pole Door Missing,02/08/2016,Week,7,461.17,22,02/08/2016 - 02/14/2016
Street Light Pole Door Missing,02/01/2016,Week,7,99.9,1,02/01/2016 - 02/07/2016
Street Light Pole Door Missing,01/25/2016,Week,7,4.91,1,01/25/2016 - 01/31/2016
Street Light Pole Door Missing,01/11/2016,Week,7,441.31,43,01/11/2016 - 01/17/2016
Street Light Pole Door Missing,01/04/2016,Week,7,377.25,136,01/04/2016 - 01/10/2016
Street Light Pole Door Missing,12/28/2015,Week,7,306.41,13,12/28/2015 - 01/03/2016
Street Light Pole Door Missing,12/21/2015,Week,7,500.11,11,12/21/2015 - 12/27/2015
Street Light Pole Door Missing,12/14/2015,Week,7,2.61,2,12/14/2015 - 12/20/2015
Street Light Pole Door Missing,12/07/2015,Week,7,459.92,19,12/07/2015 - 12/13/2015
Street Light Pole Door Missing,11/23/2015,Week,7,1,1,11/23/2015 - 11/29/2015
Street Light Pole Door Missing,11/09/2015,Week,7,334.66,38,11/09/2015 - 11/15/2015
Street Light Pole Door Missing,11/02/2015,Week,7,413.81,31,11/02/2015 - 11/08/2015
Street Light Pole Door Missing,10/26/2015,Week,7,349.36,32,10/26/2015 - 11/01/2015
Street Light Pole Door Missing,10/19/2015,Week,7,1.11,3,10/19/2015 - 10/25/2015
Street Light Pole Door Missing,10/12/2015,Week,7,324.59,25,10/12/2015 - 10/18/2015
Street Light Pole Door Missing,10/05/2015,Week,7,335.48,12,10/05/2015 - 10/11/2015
Street Light Pole Door Missing,09/28/2015,Week,7,3.54,2,09/28/2015 - 10/04/2015
Street Light Pole Door Missing,09/21/2015,Week,7,136.58,4,09/21/2015 - 09/27/2015
Street Light Pole Door Missing,09/14/2015,Week,7,165.14,1,09/14/2015 - 09/20/2015
Street Light Pole Door Missing,09/07/2015,Week,7,357,26,09/07/2015 - 09/13/2015
Street Light Pole Door Missing,08/31/2015,Week,7,1.5,1,08/31/2015 - 09/06/2015
Street Light Pole Door Missing,08/17/2015,Week,7,95.89,8,08/17/2015 - 08/23/2015
Street Light Pole Door Missing,08/10/2015,Week,7,191.84,64,08/10/2015 - 08/16/2015
Street Light Pole Door Missing,08/03/2015,Week,7,120.98,68,08/03/2015 - 08/09/2015
Street Light Pole Door Missing,07/27/2015,Week,7,1,5,07/27/2015 - 08/02/2015
Street Light Pole Door Missing,07/20/2015,Week,7,3.29,1,07/20/2015 - 07/26/2015
Street Light Pole Door Missing,07/13/2015,Week,7,1,1,07/13/2015 - 07/19/2015
Street Light Pole Door Missing,07/06/2015,Week,7,39.57,19,07/06/2015 - 07/12/2015
Street Light Pole Door Missing,06/22/2015,Week,7,1.4,2,06/22/2015 - 06/28/2015
Street Light Pole Door Missing,06/15/2015,Week,7,364.35,18,06/15/2015 - 06/21/2015
Street Light Pole Door Missing,06/08/2015,Week,7,1.03,3,06/08/2015 - 06/14/2015
Street Light Pole Door Missing,05/25/2015,Week,7,6.1,2,05/25/2015 - 05/31/2015
Street Light Pole Door Missing,05/18/2015,Week,7,44.14,2,05/18/2015 - 05/24/2015
Street Light Pole Door Missing,05/11/2015,Week,7,5.48,3,05/11/2015 - 05/17/2015
Street Light Pole Door Missing,05/04/2015,Week,7,24.3,1,05/04/2015 - 05/10/2015
Street Light Pole Door Missing,04/27/2015,Week,7,2.98,1,04/27/2015 - 05/03/2015
Street Light Pole Door Missing,04/20/2015,Week,7,1,1,04/20/2015 - 04/26/2015
Street Light Pole Door Missing,04/13/2015,Week,7,270.83,12,04/13/2015 - 04/19/2015
Street Light Pole Door Missing,04/06/2015,Week,7,235.33,36,04/06/2015 - 04/12/2015
Street Light Pole Door Missing,03/30/2015,Week,7,238.26,16,03/30/2015 - 04/05/2015
Street Light Pole Door Missing,03/23/2015,Week,7,70.58,2,03/23/2015 - 03/29/2015
Street Light Pole Door Missing,03/16/2015,Week,7,4.48,4,03/16/2015 - 03/22/2015
Street Light Pole Door Missing,03/09/2015,Week,7,162.35,10,03/09/2015 - 03/15/2015
Street Light Pole Door Missing,03/02/2015,Week,7,5.58,2,03/02/2015 - 03/08/2015
Street Light Pole Door Missing,02/23/2015,Week,7,233.75,62,02/23/2015 - 03/01/2015
Street Light Pole Door Missing,02/16/2015,Week,7,137.32,26,02/16/2015 - 02/22/2015
Street Light Pole Door Missing,02/09/2015,Week,7,1.58,1,02/09/2015 - 02/15/2015
Street Light Pole Door Missing,01/26/2015,Week,7,136.28,2,01/26/2015 - 02/01/2015
Street Light Pole Door Missing,01/19/2015,Week,7,16.37,2,01/19/2015 - 01/25/2015
Street Light Pole Door Missing,01/12/2015,Week,7,48.16,5,01/12/2015 - 01/18/2015
Street Light Pole Door Missing,12/15/2014,Week,7,88.75,26,12/15/2014 - 12/21/2014
Street Light Pole Door Missing,12/08/2014,Week,7,91.25,3,12/08/2014 - 12/14/2014
Street Light Pole Door Missing,12/01/2014,Week,7,26.18,1,12/01/2014 - 12/07/2014
Street Light Pole Door Missing,11/24/2014,Week,7,42.58,3,11/24/2014 - 11/30/2014
Street Light Pole Door Missing,11/17/2014,Week,7,1.71,3,11/17/2014 - 11/23/2014
Street Light Pole Door Missing,11/10/2014,Week,7,1,1,11/10/2014 - 11/16/2014
Street Light Pole Door Missing,11/03/2014,Week,7,4.03,1,11/03/2014 - 11/09/2014
Street Light Pole Door Missing,10/27/2014,Week,7,201.72,56,10/27/2014 - 11/02/2014
Street Light Pole Door Missing,10/20/2014,Week,7,101.48,50,10/20/2014 - 10/26/2014
Street Light Pole Door Missing,10/13/2014,Week,7,8.49,4,10/13/2014 - 10/19/2014
Street Light Pole Door Missing,10/06/2014,Week,7,99.22,75,10/06/2014 - 10/12/2014
Street Light Pole Door Missing,09/22/2014,Week,7,47.6,3,09/22/2014 - 09/28/2014
Street Light Pole Door Missing,09/15/2014,Week,7,1,1,09/15/2014 - 09/21/2014
Street Light Pole Door Missing,09/08/2014,Week,7,73.68,2,09/08/2014 - 09/14/2014
Street Light Pole Door Missing,09/01/2014,Week,7,5.2,3,09/01/2014 - 09/07/2014
Street Light Pole Door Missing,08/25/2014,Week,7,1,1,08/25/2014 - 08/31/2014
Street Light Pole Door Missing,08/18/2014,Week,7,12.52,2,08/18/2014 - 08/24/2014
Street Light Pole Door Missing,08/11/2014,Week,7,6.84,1,08/11/2014 - 08/17/2014
Street Light Pole Door Missing,08/04/2014,Week,7,1,2,08/04/2014 - 08/10/2014
Street Light Pole Door Missing,07/28/2014,Week,7,1.01,2,07/28/2014 - 08/03/2014
Street Light Pole Door Missing,07/21/2014,Week,7,49.68,40,07/21/2014 - 07/27/2014
Street Light Pole Door Missing,07/14/2014,Week,7,11.92,2,07/14/2014 - 07/20/2014
Street Light Pole Door Missing,06/23/2014,Week,7,1.41,1,06/23/2014 - 06/29/2014
Street Light Pole Door Missing,06/16/2014,Week,7,17.51,9,06/16/2014 - 06/22/2014
Street Light Pole Door Missing,06/09/2014,Week,7,5.31,3,06/09/2014 - 06/15/2014
Street Light Pole Door Missing,06/02/2014,Week,7,1,2,06/02/2014 - 06/08/2014
Street Light Pole Door Missing,05/26/2014,Week,7,1,1,05/26/2014 - 06/01/2014
Street Light Pole Door Missing,05/19/2014,Week,7,93.99,10,05/19/2014 - 05/25/2014
Street Light Pole Door Missing,05/12/2014,Week,7,66.96,17,05/12/2014 - 05/18/2014
Street Light Pole Door Missing,04/28/2014,Week,7,99.48,2,04/28/2014 - 05/04/2014
Street Light Pole Door Missing,04/07/2014,Week,7,108.76,28,04/07/2014 - 04/13/2014
Street Light Pole Door Missing,03/31/2014,Week,7,83.7,14,03/31/2014 - 04/06/2014
Street Light Pole Door Missing,03/24/2014,Week,7,2.07,1,03/24/2014 - 03/30/2014
Street Light Pole Door Missing,03/17/2014,Week,7,3.99,1,03/17/2014 - 03/23/2014
Street Light Pole Door Missing,03/03/2014,Week,7,2.16,1,03/03/2014 - 03/09/2014
Street Light Pole Door Missing,02/17/2014,Week,7,1.18,1,02/17/2014 - 02/23/2014
Street Light Pole Door Missing,01/13/2014,Week,7,73.98,13,01/13/2014 - 01/19/2014
Street Light Pole Door Missing,12/02/2013,Week,7,16.07,4,12/02/2013 - 12/08/2013
Street Light Pole Door Missing,11/18/2013,Week,7,1,1,11/18/2013 - 11/24/2013
Street Light Pole Door Missing,11/11/2013,Week,7,1,1,11/11/2013 - 11/17/2013
Street Light Pole Door Missing,11/04/2013,Week,7,11.62,5,11/04/2013 - 11/10/2013
Street Light Pole Door Missing,10/21/2013,Week,7,5.08,1,10/21/2013 - 10/27/2013
Street Light Pole Door Missing,10/14/2013,Week,7,15.3,7,10/14/2013 - 10/20/2013
Street Light Pole Door Missing,10/07/2013,Week,7,1.41,1,10/07/2013 - 10/13/2013
Street Light Pole Door Missing,09/30/2013,Week,7,6.82,70,09/30/2013 - 10/06/2013
Street Light Pole Door Missing,09/23/2013,Week,7,11.14,77,09/23/2013 - 09/29/2013
Street Light Pole Door Missing,09/16/2013,Week,7,15.99,57,09/16/2013 - 09/22/2013
Street Light Pole Door Missing,09/09/2013,Week,7,15.56,3,09/09/2013 - 09/15/2013
Street Light Pole Door Missing,09/02/2013,Week,7,8.16,1,09/02/2013 - 09/08/2013
Street Light Pole Door Missing,08/26/2013,Week,7,4.42,3,08/26/2013 - 09/01/2013
Street Light Pole Door Missing,08/19/2013,Week,7,4.02,29,08/19/2013 - 08/25/2013
Street Light Pole Door Missing,08/12/2013,Week,7,5.59,18,08/12/2013 - 08/18/2013
Street Light Pole Door Missing,08/05/2013,Week,7,8.24,57,08/05/2013 - 08/11/2013
Street Light Pole Door Missing,07/29/2013,Week,7,21.07,78,07/29/2013 - 08/04/2013
Street Light Pole Door Missing,07/22/2013,Week,7,37.28,100,07/22/2013 - 07/28/2013
Street Light Pole Door Missing,07/15/2013,Week,7,44.7,75,07/15/2013 - 07/21/2013
Street Light Pole Door Missing,07/08/2013,Week,7,35.91,16,07/08/2013 - 07/14/2013
Street Light Pole Door Missing,07/01/2013,Week,7,18.89,1,07/01/2013 - 07/07/2013
Street Light Pole Door Missing,06/24/2013,Week,7,11.68,7,06/24/2013 - 06/30/2013
Street Light Pole Door Missing,06/17/2013,Week,7,23.96,6,06/17/2013 - 06/23/2013
Street Light Pole Door Missing,06/10/2013,Week,7,22.31,12,06/10/2013 - 06/16/2013
Street Light Pole Door Missing,06/03/2013,Week,7,35.5,8,06/03/2013 - 06/09/2013
Street Light Pole Door Missing,05/27/2013,Week,7,1.08,3,05/27/2013 - 06/02/2013
Street Light Pole Door Missing,05/20/2013,Week,7,1,1,05/20/2013 - 05/26/2013
Street Light Pole Door Missing,05/13/2013,Week,7,6.59,32,05/13/2013 - 05/19/2013
Street Light Pole Door Missing,05/06/2013,Week,7,3.31,1,05/06/2013 - 05/12/2013
Street Light Pole Door Missing,04/29/2013,Week,7,10.98,7,04/29/2013 - 05/05/2013
Street Light Pole Door Missing,04/22/2013,Week,7,46.13,1,04/22/2013 - 04/28/2013
Street Light Pole Door Missing,04/15/2013,Week,7,13.13,11,04/15/2013 - 04/21/2013
Street Light Pole Door Missing,04/08/2013,Week,7,14.95,17,04/08/2013 - 04/14/2013
Street Light Pole Door Missing,04/01/2013,Week,7,21.73,22,04/01/2013 - 04/07/2013
Street Light Pole Door Missing,03/25/2013,Week,7,8.07,11,03/25/2013 - 03/31/2013
Street Light Pole Door Missing,03/18/2013,Week,7,21.76,7,03/18/2013 - 03/24/2013
Street Light Pole Door Missing,03/11/2013,Week,7,11.17,64,03/11/2013 - 03/17/2013
Street Light Pole Door Missing,03/04/2013,Week,7,6.92,109,03/04/2013 - 03/10/2013
Street Light Pole Door Missing,02/25/2013,Week,7,4.42,20,02/25/2013 - 03/03/2013
Street Light Pole Door Missing,02/18/2013,Week,7,55.46,15,02/18/2013 - 02/24/2013
Street Light Pole Door Missing,02/11/2013,Week,7,7.78,17,02/11/2013 - 02/17/2013
Street Light Pole Door Missing,02/04/2013,Week,7,39.47,10,02/04/2013 - 02/10/2013
Street Light Pole Door Missing,01/28/2013,Week,7,13.7,17,01/28/2013 - 02/03/2013
Street Light Pole Door Missing,01/21/2013,Week,7,6.66,5,01/21/2013 - 01/27/2013
Street Light Pole Door Missing,01/14/2013,Week,7,23.85,107,01/14/2013 - 01/20/2013
Street Light Pole Door Missing,01/07/2013,Week,7,42.55,46,01/07/2013 - 01/13/2013
Street Light Pole Door Missing,12/31/2012,Week,7,26.32,8,12/31/2012 - 01/06/2013
Street Light Pole Door Missing,12/17/2012,Week,7,8.05,31,12/17/2012 - 12/23/2012
Street Light Pole Door Missing,12/10/2012,Week,7,14.27,119,12/10/2012 - 12/16/2012
Street Light Pole Door Missing,12/03/2012,Week,7,31.05,96,12/03/2012 - 12/09/2012
Street Light Pole Door Missing,11/26/2012,Week,7,27.06,92,11/26/2012 - 12/02/2012
Street Light Pole Door Missing,11/19/2012,Week,7,46.89,84,11/19/2012 - 11/25/2012
Street Light Pole Door Missing,11/12/2012,Week,7,31.61,99,11/12/2012 - 11/18/2012
Street Light Pole Door Missing,11/05/2012,Week,7,10.53,38,11/05/2012 - 11/11/2012
Street Light Pole Door Missing,10/29/2012,Week,7,25.3,52,10/29/2012 - 11/04/2012
Street Light Pole Door Missing,10/22/2012,Week,7,6.42,1,10/22/2012 - 10/28/2012
Street Light Pole Door Missing,10/15/2012,Week,7,1,5,10/15/2012 - 10/21/2012
Street Light Pole Door Missing,10/01/2012,Week,7,3.87,18,10/01/2012 - 10/07/2012
Street Light Pole Door Missing,09/24/2012,Week,7,21.53,52,09/24/2012 - 09/30/2012
Street Light Pole Door Missing,09/17/2012,Week,7,28.77,17,09/17/2012 - 09/23/2012
Street Light Pole Door Missing,09/10/2012,Week,7,1,1,09/10/2012 - 09/16/2012
Street Light Pole Door Missing,09/03/2012,Week,7,10.87,46,09/03/2012 - 09/09/2012
Street Light Pole Door Missing,08/27/2012,Week,7,10.08,75,08/27/2012 - 09/02/2012
Street Light Pole Door Missing,08/20/2012,Week,7,12.2,79,08/20/2012 - 08/26/2012
Street Light Pole Door Missing,08/13/2012,Week,7,6.78,65,08/13/2012 - 08/19/2012
Street Light Pole Door Missing,08/06/2012,Week,7,11.37,55,08/06/2012 - 08/12/2012
Street Light Pole Door Missing,07/30/2012,Week,7,11.04,83,07/30/2012 - 08/05/2012
Street Light Pole Door Missing,07/23/2012,Week,7,22.03,43,07/23/2012 - 07/29/2012
Street Light Pole Door Missing,07/16/2012,Week,7,17.17,87,07/16/2012 - 07/22/2012
Street Light Pole Door Missing,07/09/2012,Week,7,26.58,121,07/09/2012 - 07/15/2012
Street Light Pole Door Missing,07/02/2012,Week,7,28.92,38,07/02/2012 - 07/08/2012
Street Light Pole Door Missing,06/25/2012,Week,7,23.36,55,06/25/2012 - 07/01/2012
Street Light Pole Door Missing,06/18/2012,Week,7,48.12,59,06/18/2012 - 06/24/2012
Street Light Pole Door Missing,06/11/2012,Week,7,36.91,68,06/11/2012 - 06/17/2012
Street Light Pole Door Missing,06/04/2012,Week,7,38.42,102,06/04/2012 - 06/10/2012
Street Light Pole Door Missing,05/28/2012,Week,7,39.64,61,05/28/2012 - 06/03/2012
Street Light Pole Door Missing,05/21/2012,Week,7,16.72,52,05/21/2012 - 05/27/2012
Street Light Pole Door Missing,05/14/2012,Week,7,29.48,2,05/14/2012 - 05/20/2012
Street Light Pole Door Missing,05/07/2012,Week,7,1,2,05/07/2012 - 05/13/2012
Street Light Pole Door Missing,04/30/2012,Week,7,26.21,73,04/30/2012 - 05/06/2012
Street Light Pole Door Missing,03/26/2012,Week,7,5.54,14,03/26/2012 - 04/01/2012
Street Light Pole Door Missing,03/19/2012,Week,7,16.75,12,03/19/2012 - 03/25/2012
Street Light Pole Door Missing,03/12/2012,Week,7,11.3,104,03/12/2012 - 03/18/2012
Street Light Pole Door Missing,03/05/2012,Week,7,11.91,69,03/05/2012 - 03/11/2012
Street Light Pole Door Missing,02/27/2012,Week,7,33.94,81,02/27/2012 - 03/04/2012
Street Light Pole Door Missing,02/20/2012,Week,7,26.72,88,02/20/2012 - 02/26/2012
Street Light Pole Door Missing,02/13/2012,Week,7,78.34,68,02/13/2012 - 02/19/2012
Street Light Pole Door Missing,02/06/2012,Week,7,76,57,02/06/2012 - 02/12/2012
Street Light Pole Door Missing,01/30/2012,Week,7,78.2,75,01/30/2012 - 02/05/2012
Street Light Pole Door Missing,01/23/2012,Week,7,95.73,96,01/23/2012 - 01/29/2012
Street Light Pole Door Missing,01/16/2012,Week,7,125.58,51,01/16/2012 - 01/22/2012
Street Light Pole Door Missing,01/09/2012,Week,7,69.49,65,01/09/2012 - 01/15/2012
Street Light Pole Door Missing,01/02/2012,Week,7,86.07,80,01/02/2012 - 01/08/2012
Street Light Pole Door Missing,12/26/2011,Week,7,70.19,55,12/26/2011 - 01/01/2012
Street Light Pole Door Missing,12/19/2011,Week,7,35.44,14,12/19/2011 - 12/25/2011
Street Light Pole Door Missing,12/12/2011,Week,7,63.29,74,12/12/2011 - 12/18/2011
Street Light Pole Door Missing,12/05/2011,Week,7,55.29,109,12/05/2011 - 12/11/2011
Street Light Pole Door Missing,11/28/2011,Week,7,79.85,22,11/28/2011 - 12/04/2011
Street Light Pole Door Missing,10/31/2011,Week,7,48.48,63,10/31/2011 - 11/06/2011
Street Light Pole Door Missing,10/24/2011,Week,7,51.65,54,10/24/2011 - 10/30/2011
Street Light Pole Door Missing,10/10/2011,Week,7,1.66,1,10/10/2011 - 10/16/2011
Street Light Pole Door Missing,09/26/2011,Week,7,9.02,3,09/26/2011 - 10/02/2011
Street Light Pole Door Missing,09/12/2011,Week,7,1,1,09/12/2011 - 09/18/2011
Street Light Pole Door Missing,08/29/2011,Week,7,1.08,1,08/29/2011 - 09/04/2011
Street Light Pole Door Missing,08/22/2011,Week,7,1,1,08/22/2011 - 08/28/2011
Street Light Pole Door Missing,08/08/2011,Week,7,17.09,93,08/08/2011 - 08/14/2011
Street Light Pole Door Missing,08/01/2011,Week,7,15.75,63,08/01/2011 - 08/07/2011
Street Light Pole Door Missing,07/25/2011,Week,7,4.05,1,07/25/2011 - 07/31/2011
Street Light Pole Door Missing,07/18/2011,Week,7,10.58,87,07/18/2011 - 07/24/2011
Street Light Pole Door Missing,07/11/2011,Week,7,14.86,41,07/11/2011 - 07/17/2011
Street Light Pole Door Missing,07/04/2011,Week,7,16.45,44,07/04/2011 - 07/10/2011
Street Light Pole Door Missing,06/20/2011,Week,7,7.36,63,06/20/2011 - 06/26/2011
Street Light Pole Door Missing,06/13/2011,Week,7,4.16,65,06/13/2011 - 06/19/2011
Street Light Pole Door Missing,06/06/2011,Week,7,1,39,06/06/2011 - 06/12/2011
Street Lights - All/Out,12/10/2018,Week,4,4.39,303,12/10/2018 - 12/16/2018
Street Lights - All/Out,12/03/2018,Week,4,3.19,375,12/03/2018 - 12/09/2018
Street Lights - All/Out,11/26/2018,Week,4,3.12,276,11/26/2018 - 12/02/2018
Street Lights - All/Out,11/19/2018,Week,4,2.68,215,11/19/2018 - 11/25/2018
Street Lights - All/Out,11/12/2018,Week,4,3,268,11/12/2018 - 11/18/2018
Street Lights - All/Out,11/05/2018,Week,4,2.71,276,11/05/2018 - 11/11/2018
Street Lights - All/Out,10/29/2018,Week,4,2.34,261,10/29/2018 - 11/04/2018
Street Lights - All/Out,10/22/2018,Week,4,3.27,309,10/22/2018 - 10/28/2018
Street Lights - All/Out,10/15/2018,Week,4,2.93,404,10/15/2018 - 10/21/2018
Street Lights - All/Out,10/08/2018,Week,4,3.19,352,10/08/2018 - 10/14/2018
Street Lights - All/Out,10/01/2018,Week,4,2.38,248,10/01/2018 - 10/07/2018
Street Lights - All/Out,09/24/2018,Week,4,3.31,285,09/24/2018 - 09/30/2018
Street Lights - All/Out,09/17/2018,Week,4,3.31,263,09/17/2018 - 09/23/2018
Street Lights - All/Out,09/10/2018,Week,4,3.27,548,09/10/2018 - 09/16/2018
Street Lights - All/Out,09/03/2018,Week,4,3.57,358,09/03/2018 - 09/09/2018
Street Lights - All/Out,08/27/2018,Week,4,2.92,303,08/27/2018 - 09/02/2018
Street Lights - All/Out,08/20/2018,Week,4,2.64,309,08/20/2018 - 08/26/2018
Street Lights - All/Out,08/13/2018,Week,4,3.14,278,08/13/2018 - 08/19/2018
Street Lights - All/Out,08/06/2018,Week,4,2.85,256,08/06/2018 - 08/12/2018
Street Lights - All/Out,07/30/2018,Week,4,3.54,273,07/30/2018 - 08/05/2018
Street Lights - All/Out,07/23/2018,Week,4,3.95,324,07/23/2018 - 07/29/2018
Street Lights - All/Out,07/16/2018,Week,4,3.9,329,07/16/2018 - 07/22/2018
Street Lights - All/Out,07/09/2018,Week,4,4.2,369,07/09/2018 - 07/15/2018
Street Lights - All/Out,07/02/2018,Week,4,3.45,199,07/02/2018 - 07/08/2018
Street Lights - All/Out,06/25/2018,Week,4,2.88,321,06/25/2018 - 07/01/2018
Street Lights - All/Out,06/18/2018,Week,4,3.22,329,06/18/2018 - 06/24/2018
Street Lights - All/Out,06/11/2018,Week,4,2.72,274,06/11/2018 - 06/17/2018
Street Lights - All/Out,06/04/2018,Week,4,3.16,303,06/04/2018 - 06/10/2018
Street Lights - All/Out,05/28/2018,Week,4,3.55,256,05/28/2018 - 06/03/2018
Street Lights - All/Out,05/21/2018,Week,4,3.03,243,05/21/2018 - 05/27/2018
Street Lights - All/Out,05/14/2018,Week,4,2.72,255,05/14/2018 - 05/20/2018
Street Lights - All/Out,05/07/2018,Week,4,2.95,264,05/07/2018 - 05/13/2018
Street Lights - All/Out,04/30/2018,Week,4,3.31,219,04/30/2018 - 05/06/2018
Street Lights - All/Out,04/23/2018,Week,4,3.18,228,04/23/2018 - 04/29/2018
Street Lights - All/Out,04/16/2018,Week,4,3.55,209,04/16/2018 - 04/22/2018
Street Lights - All/Out,04/09/2018,Week,4,4.84,196,04/09/2018 - 04/15/2018
Street Lights - All/Out,04/02/2018,Week,4,3.43,235,04/02/2018 - 04/08/2018
Street Lights - All/Out,03/26/2018,Week,4,6.03,260,03/26/2018 - 04/01/2018
Street Lights - All/Out,03/19/2018,Week,4,6.03,286,03/19/2018 - 03/25/2018
